CNT;gender;mathematics;reading;science
FRA;Male;425,40;367,36;451,00
FRA;Female;485,18;503,81;498,90
FRA;Female;591,39;624,73;559,73
FRA;Male;558,50;478,56;562,13
FRA;Male;319,23;256,24;343,10
FRA;Male;586,11;591,61;616,44
FRA;Male;452,30;458,70;456,10
FRA;Male;631,57;564,04;618,79
FRA;Male;499,57;463,20;499,82
FRA;Male;402,88;376,58;364,51
FRA;Male;347,87;322,89;344,45
FRA;Female;420,47;536,84;418,32
FRA;Male;481,49;478,58;563,37
FRA;Female;528,66;540,08;572,80
FRA;Male;570,71;567,21;588,03
FRA;Female;601,58;549,10;634,85
FRA;Female;585,63;659,01;637,14
FRA;Male;252,92;202,26;263,23
FRA;Male;559,14;549,13;536,43
FRA;Male;375,83;347,18;415,62
FRA;Female;543,10;537,06;556,39
FRA;Female;379,06;462,16;415,19
FRA;Female;411,75;443,08;441,55
FRA;Female;616,56;682,35;636,46
FRA;Male;451,24;390,04;440,96
FRA;Male;578,23;570,88;573,49
FRA;Female;453,07;392,41;435,05
FRA;Male;675,20;687,21;719,88
FRA;Male;398,95;347,77;386,37
FRA;Female;474,06;552,08;492,74
FRA;Female;474,40;466,54;473,05
FRA;Female;321,41;305,80;371,05
FRA;Female;447,07;480,95;516,95
FRA;Female;488,93;515,14;439,60
FRA;Male;469,10;472,17;470,49
FRA;Female;577,37;542,75;572,25
FRA;Male;354,36;386,69;388,77
FRA;Male;292,77;295,60;313,71
FRA;Male;502,58;455,44;522,22
FRA;Male;493,88;481,56;498,69
FRA;Female;420,93;425,83;448,24
FRA;Female;429,79;386,85;448,00
FRA;Female;464,04;496,91;507,27
FRA;Female;569,00;603,61;584,44
FRA;Male;340,34;301,31;344,81
FRA;Female;322,92;311,53;337,09
FRA;Female;611,23;624,96;588,34
FRA;Male;333,69;247,96;308,48
FRA;Female;508,22;598,59;565,64
FRA;Female;620,33;663,57;654,04
FRA;Male;604,22;645,37;625,74
FRA;Female;525,93;493,41;557,72
FRA;Female;507,99;518,09;535,64
FRA;Female;476,94;546,02;510,20
FRA;Female;323,44;294,85;297,10
FRA;Male;439,33;409,06;435,20
FRA;Male;450,28;450,65;446,71
FRA;Male;461,91;525,02;465,26
FRA;Male;401,18;366,41;385,62
FRA;Male;529,96;611,31;566,69
FRA;Male;323,25;320,14;349,87
FRA;Male;453,03;467,40;461,62
FRA;Female;441,15;542,91;511,06
FRA;Male;354,90;349,51;341,90
FRA;Male;614,66;581,05;655,14
FRA;Female;559,13;537,72;551,57
FRA;Male;462,75;423,14;487,85
FRA;Female;347,80;300,55;327,37
FRA;Male;503,21;449,07;499,23
FRA;Male;344,70;334,60;367,36
FRA;Male;418,29;287,20;358,87
FRA;Male;478,42;393,39;511,46
FRA;Female;489,47;518,29;521,20
FRA;Female;481,82;469,07;461,02
FRA;Male;394,05;354,33;451,37
FRA;Female;449,01;508,08;516,81
FRA;Male;476,29;454,30;447,92
FRA;Female;394,59;446,45;400,99
FRA;Female;453,30;476,98;453,72
FRA;Male;347,33;321,50;377,45
FRA;Male;589,79;525,30;638,21
FRA;Female;440,97;465,91;404,13
FRA;Female;542,89;511,24;524,52
FRA;Male;581,35;507,28;565,75
FRA;Female;487,98;486,47;570,91
FRA;Male;578,47;544,90;602,21
FRA;Male;388,07;354,02;406,86
FRA;Male;423,79;412,83;466,04
FRA;Female;523,37;457,91;544,42
FRA;Male;325,24;247,88;358,16
FRA;Female;478,74;579,28;503,37
FRA;Male;310,83;269,95;315,53
FRA;Female;500,18;543,77;505,42
FRA;Female;473,40;497,46;520,12
FRA;Male;507,43;493,81;505,25
FRA;Female;543,70;516,79;576,75
FRA;Female;584,65;594,41;560,18
FRA;Female;272,97;278,93;302,17
FRA;Female;485,85;517,71;521,33
FRA;Female;335,14;282,72;353,73
FRA;Male;632,35;577,40;617,30
FRA;Female;494,17;483,33;479,25
FRA;Female;596,89;635,27;575,43
FRA;Male;463,88;462,23;450,72
FRA;Female;286,66;275,32;286,24
FRA;Female;353,31;300,28;382,33
FRA;Female;473,01;463,28;489,32
FRA;Female;461,39;458,60;500,83
FRA;Male;468,83;467,20;554,75
FRA;Male;428,93;405,76;386,11
FRA;Female;484,23;460,18;547,92
FRA;Female;400,69;386,43;382,43
FRA;Male;403,85;402,40;395,78
FRA;Male;545,03;504,47;545,09
FRA;Male;501,32;473,92;557,55
FRA;Female;366,97;338,67;316,59
FRA;Female;348,64;334,45;384,88
FRA;Female;448,10;469,24;542,73
FRA;Female;424,01;401,15;396,55
FRA;Female;382,54;406,50;448,84
FRA;Male;553,03;598,54;580,20
FRA;Male;470,74;520,51;571,28
FRA;Female;379,62;354,64;394,13
FRA;Male;405,32;356,16;441,20
FRA;Male;567,24;528,40;564,60
FRA;Male;391,09;411,62;382,83
FRA;Male;374,51;400,16;423,05
FRA;Male;326,97;345,19;340,72
FRA;Female;578,63;646,57;624,56
FRA;Female;540,59;567,06;603,34
FRA;Male;489,24;530,18;501,80
FRA;Male;427,38;480,85;473,16
FRA;Female;446,18;385,29;363,31
FRA;Female;503,62;569,80;580,21
FRA;Male;516,78;520,78;555,07
FRA;Male;412,48;399,22;405,57
FRA;Male;497,05;464,28;551,52
FRA;Male;522,43;513,95;557,47
FRA;Female;489,24;565,35;554,82
FRA;Female;355,27;307,32;396,33
FRA;Male;392,98;349,08;349,75
FRA;Male;583,41;499,98;592,53
FRA;Male;510,58;534,57;558,50
FRA;Male;453,31;459,86;488,89
FRA;Female;621,04;591,05;658,81
FRA;Female;336,34;442,77;376,95
FRA;Male;391,74;371,25;396,27
FRA;Male;611,39;555,25;626,94
FRA;Male;345,06;375,76;381,66
FRA;Male;473,48;442,37;495,96
FRA;Male;327,35;273,03;371,41
FRA;Female;512,44;521,14;575,84
FRA;Male;364,87;325,15;368,96
FRA;Male;345,53;250,84;323,42
FRA;Female;293,47;300,61;323,31
FRA;Male;394,66;330,94;363,30
FRA;Female;470,67;486,41;449,08
FRA;Female;313,09;306,42;335,67
FRA;Male;531,05;489,37;529,01
FRA;Female;633,05;726,51;650,06
FRA;Female;543,08;590,59;588,62
FRA;Female;403,66;457,95;433,87
FRA;Female;368,17;430,90;379,77
FRA;Female;426,45;435,30;500,64
FRA;Male;608,66;553,50;646,00
FRA;Male;481,29;448,23;467,83
FRA;Male;575,99;576,42;578,63
FRA;Female;563,58;592,71;558,27
FRA;Male;618,19;674,88;656,14
FRA;Female;430,10;440,95;370,01
FRA;Female;349,54;335,83;384,45
FRA;Male;554,00;590,56;592,26
FRA;Female;546,79;508,20;573,01
FRA;Male;373,85;395,82;319,29
FRA;Female;445,03;484,58;468,02
FRA;Male;481,14;521,04;502,82
FRA;Male;386,23;382,33;438,66
FRA;Female;483,69;467,24;526,44
FRA;Male;535,10;552,55;566,19
FRA;Female;355,60;388,39;372,75
FRA;Female;326,40;314,44;264,47
FRA;Male;577,34;563,31;610,02
FRA;Male;441,93;463,97;429,42
FRA;Male;538,24;562,95;584,29
FRA;Female;529,07;528,73;589,43
FRA;Female;509,59;542,15;541,53
FRA;Male;628,29;646,98;661,73
FRA;Female;439,32;513,18;478,29
FRA;Female;562,67;549,30;642,63
FRA;Male;387,66;399,74;386,82
FRA;Female;371,53;412,83;350,56
FRA;Female;530,71;503,31;528,31
FRA;Male;486,85;457,81;503,10
FRA;Male;503,69;455,23;543,04
FRA;Male;522,61;459,43;504,53
FRA;Female;567,75;579,27;631,84
FRA;Female;436,42;426,75;457,84
FRA;Female;560,08;557,73;573,92
FRA;Male;595,87;594,79;662,73
FRA;Male;376,36;357,87;369,99
FRA;Male;519,08;519,97;543,29
FRA;Male;459,68;403,05;439,82
ITA;Female;386,30;416,47;357,93
ITA;Male;523,97;581,52;570,35
ITA;Male;535,90;547,71;587,09
ITA;Male;377,91;280,65;394,58
ITA;Female;556,88;630,83;577,52
ITA;Female;372,95;457,28;429,65
ITA;Female;340,40;420,33;394,01
ITA;Male;667,30;579,64;669,60
ITA;Male;435,37;395,32;384,55
ITA;Female;373,96;344,96;384,02
ITA;Female;525,28;560,31;520,29
ITA;Male;385,73;356,27;416,42
ITA;Male;440,69;388,83;431,10
ITA;Female;556,96;593,84;621,18
ITA;Male;506,32;508,97;503,23
ITA;Male;619,84;603,06;643,10
ITA;Female;372,31;442,61;392,83
ITA;Male;525,73;567,07;531,94
ITA;Male;459,41;406,19;499,36
ITA;Male;452,93;351,55;426,90
ITA;Female;467,88;513,41;469,86
ITA;Female;303,34;363,21;316,28
ITA;Female;602,20;579,37;574,04
ITA;Female;465,66;537,10;468,28
ITA;Female;532,13;581,73;557,86
ITA;Female;548,02;573,81;583,32
ITA;Male;645,71;654,65;614,91
ITA;Female;410,94;459,68;385,92
ITA;Male;460,08;422,33;490,28
ITA;Male;610,90;631,25;577,46
ITA;Female;446,57;475,72;435,81
ITA;Male;480,23;453,69;494,59
ITA;Male;490,35;476,82;535,23
ITA;Male;535,37;456,84;486,84
ITA;Female;647,00;614,34;638,49
ITA;Male;580,51;606,21;548,64
ITA;Male;408,04;477,14;423,54
ITA;Female;499,90;506,76;513,63
ITA;Male;358,87;302,68;360,56
ITA;Male;492,87;452,01;421,12
ITA;Male;409,91;418,72;427,22
ITA;Male;451,96;423,77;381,27
ITA;Male;442,53;403,30;411,36
ITA;Female;565,56;533,26;485,99
ITA;Female;483,08;465,22;482,55
ITA;Male;645,40;598,28;609,51
ITA;Male;506,43;564,64;511,96
ITA;Male;409,88;445,78;420,26
ITA;Female;392,79;345,61;399,10
ITA;Female;287,84;333,26;309,72
ITA;Female;492,35;504,33;459,37
ITA;Male;487,26;445,06;470,81
ITA;Female;512,75;585,80;538,33
ITA;Male;309,67;307,67;368,23
ITA;Female;432,03;460,09;474,91
ITA;Male;542,61;486,15;528,12
ITA;Male;386,00;440,83;499,58
ITA;Female;423,28;446,10;488,37
ITA;Female;436,04;388,43;412,44
ITA;Male;397,86;376,15;367,99
ITA;Female;379,95;450,77;383,45
ITA;Male;440,36;410,58;405,36
ITA;Female;392,41;418,63;390,31
ITA;Male;575,09;572,61;582,29
ITA;Female;441,88;494,11;474,40
ITA;Male;543,57;510,64;564,36
ITA;Male;572,61;570,12;490,65
ITA;Male;523,79;444,50;520,68
ITA;Male;562,66;528,35;610,32
ITA;Male;528,29;523,12;493,48
ITA;Female;682,18;612,95;677,54
ITA;Female;435,93;514,87;528,74
ITA;Female;326,30;479,14;362,12
ITA;Male;448,29;455,93;468,58
ITA;Female;324,03;302,30;303,54
ITA;Female;456,14;482,68;444,93
ITA;Female;518,26;493,73;513,20
ITA;Male;432,59;472,14;402,45
ITA;Male;471,07;482,91;457,31
ITA;Male;731,89;745,76;699,52
ITA;Male;489,36;554,24;542,89
ITA;Female;460,14;424,56;411,95
ITA;Female;301,78;341,66;377,46
ITA;Female;573,81;579,97;572,39
ITA;Male;509,03;544,32;542,64
ITA;Male;630,13;581,25;623,59
ITA;Male;538,70;590,51;534,96
ITA;Female;392,57;477,05;433,49
ITA;Female;452,26;538,66;498,66
ITA;Male;483,45;515,75;511,60
ITA;Male;612,57;615,49;577,13
ITA;Male;442,39;417,67;424,61
ITA;Male;600,39;618,92;601,27
ITA;Male;438,58;408,18;431,76
ITA;Male;617,94;601,40;597,14
ITA;Male;448,70;414,22;469,37
ITA;Female;437,70;506,89;435,41
ITA;Female;585,63;566,26;592,31
ITA;Female;426,01;531,37;509,82
ITA;Female;427,94;464,56;444,58
ITA;Female;320,57;279,90;302,02
ITA;Female;387,38;462,00;392,65
ITA;Female;539,80;592,47;529,66
ITA;Male;377,84;339,67;380,83
ITA;Male;482,71;491,95;505,36
ITA;Female;485,66;511,07;543,26
ITA;Male;370,88;380,08;373,73
ITA;Female;436,79;509,89;422,28
ITA;Male;521,35;479,55;475,50
ITA;Male;490,98;500,46;501,79
ITA;Male;414,27;424,33;444,76
ITA;Female;335,75;305,61;334,36
ITA;Male;441,08;424,71;428,17
ITA;Female;456,86;430,92;459,72
ITA;Male;449,97;418,44;474,38
ITA;Male;471,93;517,73;433,34
ITA;Female;420,65;456,84;440,18
ITA;Male;300,08;355,08;344,90
ITA;Male;576,06;618,50;606,96
ITA;Female;455,39;524,94;444,07
ITA;Male;517,63;581,38;489,42
ITA;Female;362,29;413,60;394,28
ITA;Male;393,58;456,31;417,41
ITA;Male;527,53;437,73;495,34
ITA;Female;545,81;588,72;578,14
ITA;Female;358,89;354,54;444,31
ITA;Male;425,61;464,46;452,18
ITA;Female;525,35;585,38;476,58
ITA;Female;519,93;510,44;538,90
ITA;Female;562,23;555,09;565,68
ITA;Female;434,68;456,43;463,13
ITA;Female;484,79;546,75;413,45
ITA;Female;533,53;480,50;517,06
ITA;Female;592,32;579,66;551,76
ITA;Male;463,94;427,87;390,92
ITA;Male;376,53;389,73;367,02
ITA;Male;365,00;389,78;351,45
ITA;Female;567,54;542,00;558,18
ITA;Male;465,86;461,32;523,44
ITA;Female;445,87;455,35;479,00
ITA;Female;316,22;316,86;353,66
ITA;Male;343,81;369,46;273,72
ITA;Female;394,49;376,70;418,08
ITA;Male;289,85;255,26;345,66
ITA;Male;311,38;333,98;373,68
ITA;Male;478,60;463,53;470,53
ITA;Male;434,45;344,49;448,00
ITA;Male;379,10;332,63;406,19
ITA;Female;533,16;530,82;583,89
ITA;Male;532,69;541,12;506,77
ITA;Male;490,04;470,54;465,55
ITA;Female;523,05;541,11;598,60
ITA;Female;393,07;469,09;447,11
ITA;Female;313,07;338,78;280,63
ITA;Male;488,10;535,78;491,39
ITA;Male;439,95;455,83;436,79
ITA;Male;378,72;323,97;340,84
ITA;Female;392,71;330,60;407,80
ITA;Female;404,08;490,93;455,08
ITA;Male;493,12;434,55;530,61
ITA;Female;409,93;402,76;423,37
ITA;Male;631,46;585,26;600,60
ITA;Male;521,19;529,95;512,39
ITA;Female;492,25;552,83;558,55
ITA;Male;650,78;632,19;639,62
ITA;Male;466,11;450,10;483,67
ITA;Female;520,65;512,68;467,32
ITA;Female;290,33;325,69;298,66
ITA;Female;457,69;549,55;483,33
ITA;Female;392,03;504,95;500,90
ITA;Female;389,44;395,64;396,32
ITA;Female;374,95;447,91;391,85
ITA;Male;434,93;387,01;429,34
ITA;Male;495,59;455,25;420,92
ITA;Female;481,40;496,09;544,54
ITA;Female;347,20;309,71;306,84
ITA;Male;376,28;427,17;382,75
ITA;Male;471,65;483,55;449,01
ITA;Male;634,12;655,05;633,87
ITA;Female;395,53;466,50;443,07
ITA;Male;630,28;611,18;633,43
ITA;Female;398,41;417,43;402,60
ITA;Female;527,47;604,78;521,28
ITA;Male;674,89;665,47;614,46
ITA;Male;460,18;402,60;461,21
ITA;Male;412,95;439,48;431,15
ITA;Female;488,90;488,39;474,49
ITA;Male;667,97;591,11;642,16
ITA;Female;327,33;448,12;375,49
ITA;Male;444,86;402,28;444,77
ITA;Female;413,27;456,74;400,38
ITA;Male;534,35;427,78;544,87
ITA;Female;554,54;568,21;565,95
ITA;Male;596,10;513,90;644,58
ITA;Male;430,61;529,79;497,15
ITA;Female;376,05;439,29;400,54
ITA;Female;453,83;513,09;491,63
ITA;Male;551,95;527,63;537,55
ITA;Female;328,34;497,89;378,30
ITA;Female;509,09;548,42;489,99
ITA;Male;344,12;334,92;342,58
ITA;Male;479,56;462,06;476,66
ITA;Female;313,00;315,36;331,40
ITA;Female;566,90;623,43;576,06
ITA;Female;398,84;419,85;381,23
ITA;Female;469,07;478,04;454,06
ITA;Female;542,42;515,93;571,28
ITA;Female;428,97;538,92;393,83
ITA;Male;517,52;496,29;513,93
ITA;Female;401,61;490,79;431,99
ITA;Female;360,98;436,96;424,27
ITA;Female;515,83;550,57;534,48
ITA;Male;525,41;543,48;501,97
ITA;Male;546,38;498,20;533,11
ITA;Male;346,60;275,68;286,24
ITA;Male;370,74;344,21;307,05
ITA;Female;518,95;612,78;604,84
ITA;Female;511,28;517,31;540,93
ITA;Male;509,24;471,93;547,28
ITA;Male;480,16;410,02;479,62
ITA;Female;399,62;489,99;415,98
ITA;Female;409,62;416,28;366,08
ITA;Female;442,34;393,04;473,83
ITA;Male;544,10;425,25;534,23
ITA;Female;480,02;496,40;510,01
ITA;Male;639,28;530,46;612,17
ITA;Male;598,96;609,77;664,11
ITA;Female;423,58;453,76;393,79
ITA;Male;544,82;514,23;567,34
ITA;Female;492,72;498,27;485,92
ITA;Female;611,14;571,52;552,95
ITA;Male;380,82;382,24;383,04
ITA;Female;394,05;524,03;464,48
ITA;Male;569,37;503,35;602,24
ITA;Male;512,77;463,89;502,49
ITA;Male;376,30;304,40;428,31
ITA;Female;444,71;526,81;486,52
ITA;Male;413,81;422,56;452,23
ITA;Female;617,68;628,18;636,45
ITA;Female;313,38;377,95;339,95
ITA;Male;501,39;548,25;513,21
ITA;Female;427,39;382,79;402,89
ITA;Male;390,94;373,26;421,98
ITA;Female;499,16;525,49;524,56
ITA;Female;308,20;335,83;294,07
ITA;Male;394,26;353,99;346,12
ITA;Male;589,76;554,23;652,71
ITA;Female;476,37;498,00;498,67
ITA;Female;459,11;502,11;496,25
ITA;Male;552,89;537,86;528,52
ITA;Female;474,80;531,04;444,08
ITA;Male;496,25;501,76;418,94
ITA;Female;427,63;434,62;438,40
ITA;Female;402,70;469,24;454,30
ITA;Female;500,10;455,39;467,22
ITA;Male;516,43;620,59;479,77
ITA;Male;688,19;561,79;653,17
ITA;Female;640,04;671,28;624,98
ITA;Female;477,64;461,93;568,31
ITA;Male;640,33;572,89;660,64
ITA;Male;351,79;336,59;349,83
ITA;Male;469,35;446,69;540,63
ITA;Female;379,25;388,53;334,88
ITA;Female;393,32;496,72;487,78
ITA;Male;460,57;467,71;496,45
ITA;Female;429,13;468,89;454,11
ITA;Female;411,24;428,07;465,96
ITA;Male;369,57;356,84;397,87
ITA;Male;497,91;451,45;435,94
ITA;Female;501,49;570,35;504,46
ITA;Male;461,24;424,48;457,77
ITA;Male;414,58;413,83;390,82
ITA;Male;272,38;249,55;403,76
ITA;Female;394,76;398,05;437,69
ITA;Female;437,47;493,27;443,46
ITA;Male;483,17;524,97;490,10
ITA;Male;466,98;463,56;446,54
ITA;Female;498,11;536,57;457,44
ITA;Female;457,33;536,34;434,91
ITA;Male;594,36;465,22;600,70
ITA;Male;655,74;583,14;627,29
ITA;Female;496,95;501,12;521,06
ITA;Male;423,03;391,03;445,95
ITA;Female;400,52;448,37;412,39
ITA;Male;444,03;535,04;426,27
ITA;Female;328,57;434,49;326,37
ITA;Female;565,67;602,93;588,45
ITA;Female;360,10;459,69;401,85
ITA;Female;505,30;568,60;568,99
ITA;Female;541,93;552,42;532,14
ITA;Female;578,36;611,69;556,63
ITA;Male;637,07;596,55;627,03
ITA;Male;569,31;538,29;544,16
ITA;Male;258,70;285,21;250,27
ITA;Male;547,17;534,95;540,26
ITA;Male;541,23;523,20;517,12
ITA;Female;453,31;418,13;487,58
ITA;Female;397,71;442,55;388,13
ITA;Female;402,58;468,34;396,98
ITA;Male;362,04;339,67;410,69
